Address,Area_m2,Price_m2,Price_total
Miasteczko Nova Sfera 5,66.7,11900.0,793750.0
Miasteczko Nova Sfera 5,75.9,11548.0,876150.0
Miasteczko Nova Sfera 5,36.8,13973.0,514085.0
Miasteczko Nova Sfera 5,48.4,13254.0,640832.0
Miasteczko Nova Sfera 5,38.9,13561.0,527783.0
Miasteczko Nova Sfera 5,66.7,12094.0,806650.0
Miasteczko Nova Sfera 5,75.9,11744.0,891000.0
Miasteczko Nova Sfera 5,38.9,13756.0,535377.0
Miasteczko Nova Sfera 5,56.1,12818.0,719321.0
Miasteczko Nova Sfera 5,38.9,13951.0,542971.0
Miasteczko Nova Sfera 5,56.1,13013.0,730303.0
Miasteczko Nova Sfera 5,75.9,12135.0,920700.0
Miasteczko Nova Sfera 5,48.4,13839.0,669104.0
Miasteczko Nova Sfera 5,38.9,14146.0,550565.0
Miasteczko Nova Sfera 5,66.7,12674.0,845350.0
Miasteczko Nova Sfera 5,44.4,12763.0,567060.0
Miasteczko Nova Sfera 5,39.1,12943.0,505666.0
Miasteczko Nova Sfera 5,35.0,13426.0,470580.0
Miasteczko Nova Sfera 5,39.9,12863.0,513612.0
Miasteczko Nova Sfera 5,39.0,12935.0,504203.0
Miasteczko Nova Sfera 5,53.9,12021.0,647718.0
Miasteczko Nova Sfera 5,61.1,11169.0,682640.0
Miasteczko Nova Sfera 5,53.9,12217.0,658250.0
Miasteczko Nova Sfera 5,41.5,13500.0,559575.0
Miasteczko Nova Sfera 5,53.0,12101.0,641452.0
Miasteczko Nova Sfera 5,35.0,14010.0,491040.0
Miasteczko Nova Sfera 5,61.1,11752.0,718256.0
Miasteczko Nova Sfera 5,54.9,12320.0,675990.0
Miasteczko Nova Sfera 5,44.4,13156.0,584508.0
Miasteczko Nova Sfera 5,39.1,13332.0,520874.0
Miasteczko Nova Sfera 5,39.1,13332.0,520874.0
Miasteczko Nova Sfera 5,53.9,12412.0,668782.0
Miasteczko Nova Sfera 5,38.8,12759.0,495573.0
Miasteczko Nova Sfera 5,39.1,13526.0,528478.0
Miasteczko Nova Sfera 5,39.0,13518.0,526949.0
Miasteczko Nova Sfera 5,53.9,12608.0,679314.0
Miasteczko Nova Sfera 5,33.7,14520.0,489912.0
Miasteczko Nova Sfera 5,35.0,14399.0,504680.0
Miasteczko Nova Sfera 5,61.1,12140.0,742000.0
Miasteczko Nova Sfera 5,54.9,12711.0,697450.0
Miasteczko Nova Sfera 5,44.4,13548.0,601956.0
Miasteczko Nova Sfera 5,39.0,13713.0,534531.0
Miasteczko Nova Sfera 5,53.9,12803.0,689846.0
Miasteczko Nova Sfera 5,59.9,12306.0,737100.0
Miasteczko Nova Sfera 5,42.5,13765.0,584445.0
Miasteczko Nova Sfera 5,44.4,13745.0,610680.0
Miasteczko Nova Sfera 5,39.1,13916.0,543686.0
Miasteczko Nova Sfera 5,39.1,13916.0,543686.0
Miasteczko Nova Sfera 5,39.1,13916.0,543686.0
Miasteczko Nova Sfera 5,39.9,13837.0,552522.0
Miasteczko Nova Sfera 5,53.9,12999.0,700378.0
Miasteczko Nova Sfera 5,42.5,13960.0,592735.0
Miasteczko Nova Sfera 5,61.1,12529.0,765744.0
Miasteczko Nova Sfera 5,44.4,13941.0,619404.0
Miasteczko Nova Sfera 5,39.9,14032.0,560304.0
Apartamenty Literacka etap 2,55.0,18500.0,1016575.0
Apartamenty Literacka etap 2,37.8,19100.0,722362.0
Apartamenty Literacka etap 2,36.9,19200.0,707904.0
Apartamenty Literacka etap 2,37.1,19200.0,712896.0
Apartamenty Literacka etap 2,37.1,19200.0,712896.0
Apartamenty Literacka etap 2,37.1,19300.0,716609.0
Apartamenty Literacka etap 2,37.1,19300.0,716609.0
Apartamenty Literacka etap 2,37.8,19000.0,718580.0
Apartamenty Literacka etap 2,41.1,19100.0,785965.0
Apartamenty Literacka etap 2,55.6,18800.0,1044904.0
Apartamenty Literacka etap 2,36.9,19100.0,704217.0
Apartamenty Literacka etap 2,41.1,19200.0,790080.0
Apartamenty Literacka etap 2,55.6,18900.0,1050462.0
Apartamenty Literacka etap 2,37.9,19400.0,735842.0
Apartamenty Literacka etap 2,37.0,19500.0,722085.0
Apartamenty Literacka etap 2,37.1,19500.0,724035.0
Apartamenty Literacka etap 2,36.9,19100.0,705363.0
Apartamenty Literacka etap 2,41.1,19300.0,794195.0
Apartamenty Literacka etap 2,72.1,23300.0,1680163.0
Apartamenty Literacka etap 2,93.5,22600.0,2112874.0
Apartamenty Literacka etap 2,36.9,19100.0,705363.0
Apartamenty Literacka etap 2,37.9,19000.0,719910.0
Apartamenty Literacka etap 2,58.7,18500.0,1085765.0
Apartamenty Literacka etap 2,36.1,19000.0,685330.0
Apartamenty Literacka etap 2,38.5,19000.0,731500.0
Apartamenty Literacka etap 2,38.3,19000.0,726750.0
Apartamenty Literacka etap 2,38.2,19000.0,725610.0
Apartamenty Literacka etap 2,38.6,19100.0,736496.0
Apartamenty Literacka etap 2,38.5,19100.0,735350.0
Apartamenty Literacka etap 2,38.3,19100.0,730575.0
Apartamenty Literacka etap 2,38.5,19200.0,739200.0
Apartamenty Literacka etap 2,26.4,19800.0,523512.0
Apartamenty Literacka etap 2,38.6,19300.0,744208.0
Apartamenty Literacka etap 2,38.6,19400.0,748064.0
Apartamenty Literacka etap 2,38.5,19400.0,747094.0
Apartamenty Literacka etap 2,58.7,18300.0,1074027.0
Apartamenty Beethovena etap 2,36.7,22800.0,835848.0
Apartamenty Beethovena etap 2,78.9,21000.0,1656690.0
Apartamenty Beethovena etap 2,86.5,20900.0,1807432.0
Apartamenty Beethovena etap 2,36.7,23000.0,843180.0
Apartamenty Beethovena etap 2,36.7,23000.0,843180.0
Apartamenty Beethovena etap 2,78.9,21200.0,1672468.0
Apartamenty Beethovena etap 2,86.5,21100.0,1824728.0
Apartamenty Beethovena etap 2,35.8,23200.0,829400.0
Apartamenty Beethovena etap 2,36.7,23200.0,850512.0
Apartamenty Beethovena etap 2,36.7,23200.0,850512.0
Apartamenty Beethovena etap 2,78.9,21400.0,1688246.0
Apartamenty Beethovena etap 2,86.5,21300.0,1842024.0
Apartamenty Beethovena etap 2,36.7,23400.0,857844.0
Apartamenty Beethovena etap 2,36.6,22400.0,819840.0
Apartamenty Beethovena etap 2,36.7,23400.0,857844.0
Apartamenty Beethovena etap 2,36.7,23400.0,857844.0
Apartamenty Beethovena etap 2,78.9,21600.0,1704024.0
Apartamenty Beethovena etap 2,86.5,21500.0,1859320.0
Apartamenty Beethovena etap 2,36.7,23600.0,865176.0
Apartamenty Beethovena etap 2,36.7,23600.0,865176.0
Apartamenty Beethovena etap 2,36.7,23600.0,865176.0
Apartamenty Beethovena etap 2,78.9,21800.0,1719802.0
Apartamenty Beethovena etap 2,86.5,21700.0,1876616.0
Apartamenty Beethovena etap 2,36.7,22400.0,821184.0
Apartamenty Beethovena etap 2,78.9,21300.0,1680357.0
Apartamenty Beethovena etap 2,43.6,21800.0,950480.0
Apartamenty Beethovena etap 2,35.8,22800.0,815100.0
Apartamenty Beethovena etap 2,25.9,23800.0,615468.0
Apartamenty Beethovena etap 2,61.4,21900.0,1344441.0
Apartamenty Beethovena etap 2,25.9,24000.0,620640.0
Apartamenty Beethovena etap 2,25.9,24200.0,625812.0
Apartamenty Beethovena etap 2,59.8,22100.0,1321359.0
Apartamenty Beethovena etap 2,36.6,23100.0,844536.0
Apartamenty Beethovena etap 2,39.0,23000.0,895850.0
Apartamenty Beethovena etap 2,59.8,22300.0,1333317.0
Apartamenty Beethovena etap 2,39.0,23200.0,903640.0
Apartamenty Beethovena etap 2,39.0,23400.0,911430.0
Apartamenty Beethovena etap 2,39.0,23600.0,919220.0
Apartamenty Beethovena etap 2,61.4,21700.0,1332163.0
Piastova Osada,64.2,13790.0,885606.0
Piastova Osada,36.0,15862.0,571188.0
Piastova Osada,51.3,14859.0,762128.0
Piastova Osada,47.7,14751.0,703200.0
Piastova Osada,64.4,13330.0,858442.0
Piastova Osada,54.4,14588.0,793872.0
Piastova Osada,64.4,13427.0,864708.0
Piastova Osada,59.2,14435.0,854404.0
Piastova Osada,32.2,16131.0,519420.0
Piastova Osada,30.3,16200.0,491032.0
Piastova Osada,59.5,14639.0,870574.0
Piastova Osada,35.6,16056.0,571106.0
Piastova Osada,52.0,14914.0,775251.0
Piastova Osada,32.6,16203.0,528212.0
Piastova Osada,62.2,13816.0,859242.0
Piastova Osada,31.1,16313.0,506511.0
Piastova Osada,27.7,15975.0,442515.0
Piastova Osada,63.4,13661.0,866109.0
Piastova Osada,55.5,14523.0,805881.0
Piastova Osada,35.4,15750.0,556905.0
Piastova Osada,34.9,15907.0,554514.0
Piastova Osada,35.2,15762.0,554187.0
Piastova Osada,46.1,15053.0,693632.0
Piastova Osada,38.2,15323.0,584874.0
Piastova Osada,40.7,14973.0,609705.0
Piastova Osada,69.8,12781.0,892754.0
Piastova Osada,32.8,15994.0,523816.0
Piastova Osada,27.7,15949.0,441774.0
Piastova Osada,63.4,13384.0,848562.0
Piastova Osada,55.5,14527.0,806090.0
Piastova Osada,60.9,13934.0,848419.0
Piastova Osada,35.4,15846.0,560300.0
Piastova Osada,34.9,15981.0,557108.0
Piastova Osada,35.2,15848.0,557212.0
Piastova Osada,46.1,14992.0,690844.0
Piastova Osada,38.2,15289.0,583596.0
Piastova Osada,40.7,15169.0,617675.0
Piastova Osada,32.8,16189.0,530204.0
Piastova Osada,30.3,15996.0,484852.0
Piastova Osada,69.8,12781.0,892474.0
Piastova Osada,32.7,16041.0,525185.0
Piastova Osada,31.3,16248.0,508081.0
Piastova Osada,59.2,14797.0,875845.0
Piastova Osada,32.2,16112.0,518818.0
Piastova Osada,30.3,15905.0,482078.0
Piastova Osada,59.5,14054.0,835776.0
Piastova Osada,35.1,15749.0,552330.0
Piastova Osada,35.6,15859.0,564120.0
Piastova Osada,32.6,16008.0,521848.0
Piastova Osada,62.2,13622.0,847140.0
Piastova Osada,31.1,16117.0,500445.0
Piastova Osada,69.8,12882.0,899542.0
Piastova Osada,32.7,16082.0,526515.0
Piastova Osada,36.3,15955.0,578694.0
Piastova Osada,50.1,14879.0,744968.0
Piastova Osada,37.4,15288.0,572084.0
Piastova Osada,75.0,13182.0,988657.0
Piastova Osada,64.0,13597.0,869820.0
Piastova Osada,31.8,16116.0,512985.0
Piastova Osada,61.8,13784.0,852000.0
Piastova Osada,29.8,15678.0,466578.0
Piastova Osada,36.3,15758.0,571548.0
Piastova Osada,35.9,15763.0,565896.0
Piastova Osada,53.6,14611.0,782700.0
Piastova Osada,64.0,13792.0,882246.0
Piastova Osada,31.8,16312.0,519203.0
Talarowa Park II,36.5,15206.0,555005.0
Talarowa Park II,59.2,14617.0,865200.0
Talarowa Park II,26.6,15364.0,408832.0
Talarowa Park II,26.6,15411.0,409311.0
Talarowa Park II,53.6,13978.0,748810.0
Talarowa Park II,36.5,14517.0,529858.0
Talarowa Park II,77.9,13202.0,1028970.0
Talarowa Park II,26.6,15036.0,400115.0
Talarowa Park II,26.6,14776.0,392452.0
Talarowa Park II,53.6,13074.0,700400.0
Talarowa Park II,36.5,14951.0,545709.0
Talarowa Park II,77.9,13334.0,1039270.0
Talarowa Park II,26.6,15486.0,412089.0
Talarowa Park II,26.6,15220.0,404234.0
Talarowa Park II,53.6,13267.0,710700.0
Talarowa Park II,36.4,15544.0,566258.0
Talarowa Park II,106.6,14395.0,1534700.0
Talarowa Park II,98.8,14816.0,1464557.0
Talarowa Park II,53.6,13844.0,741600.0
Talarowa Park II,35.6,15314.0,545318.0
Talarowa Park II,57.5,14164.0,813700.0
Talarowa Park II,49.0,13440.0,659106.0
Talarowa Park II,53.0,14008.0,742012.0
Talarowa Park II,70.8,13520.0,957900.0
Talarowa Park II,49.0,13030.0,638600.0
Talarowa Park II,49.0,13235.0,648900.0
Talarowa Park II,70.8,13673.0,968200.0
Talarowa Park II,53.0,13417.0,710700.0
Talarowa Park II,35.6,15680.0,557745.0
Talarowa Park II,71.0,13789.0,978500.0
Talarowa Park II,90.0,14698.0,1322211.0
Talarowa Park II,90.0,15337.0,1380148.0
Talarowa Park II,53.0,13611.0,721000.0
Talarowa Park II,36.5,15308.0,558724.0
Talarowa Park II,57.5,14164.0,813700.0
Talarowa Park II,39.3,14437.0,567236.0
Talarowa Park II,47.7,14205.0,677590.0
Talarowa Park II,41.5,16140.0,669500.0
Talarowa Park II,36.5,14517.0,529858.0
Talarowa Park II,70.3,13481.0,947600.0
Talarowa Park II,39.7,13637.0,541795.0
Talarowa Park II,48.6,13132.0,638600.0
Talarowa Park II,41.5,14667.0,608236.0
Talarowa Park II,36.5,14951.0,545709.0
Talarowa Park II,70.3,13620.0,957900.0
Talarowa Park II,48.7,13528.0,659200.0
Talarowa Park II,41.5,15106.0,626436.0
Talarowa Park II,36.4,15542.0,566356.0
Talarowa Park II,70.3,13913.0,978500.0
Talarowa Park II,71.0,15234.0,1081593.0
Talarowa Park II,89.4,14964.0,1337970.0
Talarowa Park II,41.5,15693.0,650800.0
Talarowa Park II,36.1,15586.0,563420.0
Talarowa Park II,84.0,14214.0,1193976.0
Talarowa Park II,26.7,15393.0,411610.0
Talarowa Park II,26.6,15496.0,411418.0
Talarowa Park II,55.1,14030.0,772500.0
Talarowa Park II,71.8,13323.0,956870.0
Talarowa Park II,26.7,15038.0,402126.0
Talarowa Park II,26.7,14863.0,397433.0
Talarowa Park II,55.1,13282.0,731300.0
Talarowa Park II,36.1,15012.0,542676.0
Talarowa Park II,71.9,13615.0,978500.0
Talarowa Park II,26.7,15425.0,412472.0
Talarowa Park II,26.7,15490.0,414196.0
Talarowa Park II,26.7,15307.0,409311.0
Talarowa Park II,36.1,15608.0,563127.0
Talarowa Park II,71.8,13465.0,967170.0
Talarowa Park II,73.8,15780.0,1163900.0
Talarowa Park II,71.3,16184.0,1153600.0
Talarowa Park II,55.1,13656.0,751900.0
Talarowa Park II,58.8,14008.0,822970.0
Talarowa Park II,59.0,14131.0,834300.0
Talarowa Park II,39.4,14480.0,570074.0
Talarowa Park II,38.8,14585.0,566062.0
Talarowa Park II,38.9,14498.0,563518.0
Talarowa Park II,61.1,13832.0,844600.0
Talarowa Park II,63.3,14321.0,906400.0
Talarowa Park II,58.8,13149.0,772500.0
Talarowa Park II,72.7,13325.0,968200.0
Talarowa Park II,61.1,13315.0,813700.0
Talarowa Park II,63.3,13833.0,875500.0
Talarowa Park II,72.7,13467.0,978500.0
Talarowa Park II,39.6,13995.0,553635.0
Talarowa Park II,61.1,13467.0,822970.0
Talarowa Park II,63.3,13991.0,885500.0
Talarowa Park II,58.7,13860.0,813700.0
Talarowa Park II,72.7,13609.0,988800.0
Talarowa Park II,70.7,14822.0,1047598.0
Talarowa Park II,69.1,14925.0,1031751.0
Talarowa Park II,69.0,15130.0,1044729.0
Talarowa Park II,87.4,17679.0,1545000.0
Talarowa Park II,75.3,13661.0,1028970.0
Modern City etap I,41.3,17000.0,701420.0
Modern City etap I,33.5,17700.0,592596.0
Modern City etap I,41.4,17000.0,703290.0
Modern City etap I,39.1,17100.0,668610.0
Modern City etap I,41.3,17050.0,703483.0
Modern City etap I,31.0,17750.0,550250.0
Modern City etap I,33.5,17750.0,594270.0
Modern City etap I,44.4,16404.0,727832.0
Modern City etap I,39.1,17150.0,670565.0
Modern City etap I,41.3,17100.0,705546.0
Modern City etap I,44.4,16450.0,730051.0
Modern City etap I,39.1,17200.0,672520.0
Modern City etap I,41.3,17150.0,707609.0
Modern City etap I,33.5,17850.0,597618.0
Modern City etap I,37.3,17450.0,650012.0
Modern City etap I,44.4,16500.0,732270.0
Modern City etap I,39.1,17250.0,674475.0
Modern City etap I,41.3,17200.0,709672.0
Modern City etap I,43.5,16900.0,735826.0
Modern City etap I,44.4,16554.0,734489.0
Modern City etap I,27.5,18000.0,494820.0
Modern City etap I,42.8,16700.0,714927.0
Modern City etap I,37.2,17300.0,643906.0
Modern City etap I,42.6,16400.0,698148.0
Modern City etap I,42.0,16700.0,701400.0
Modern City etap I,27.6,18050.0,498000.0
Modern City etap I,44.4,16400.0,727340.0
Modern City etap I,41.8,17050.0,713031.0
Modern City etap I,44.1,16400.0,722912.0
Modern City etap I,42.0,16750.0,703500.0
Modern City etap I,44.4,16450.0,729558.0
Modern City etap I,44.1,16450.0,725116.0
Modern City etap I,42.0,16800.0,705600.0
Modern City etap I,27.6,18150.0,500758.0
Modern City etap I,44.4,16500.0,731775.0
Modern City etap I,39.2,17250.0,676372.0
Modern City etap I,41.8,17150.0,717213.0
Modern City etap I,44.1,16500.0,727320.0
Modern City etap I,42.0,16850.0,707700.0
Modern City etap I,27.6,18200.0,502138.0
Modern City etap I,44.4,16550.0,733992.0
Modern City etap I,38.6,17300.0,667088.0
Modern City etap I,44.1,16550.0,729524.0
Modern City etap I,38.6,17100.0,659718.0
Modern City etap I,41.3,17000.0,701250.0
Modern City etap I,59.6,15400.0,918302.0
Modern City etap I,44.2,16350.0,722670.0
Modern City etap I,44.2,16400.0,724880.0
Modern City etap I,41.3,17050.0,703312.0
Modern City etap I,64.4,15150.0,976114.0
Modern City etap I,69.5,15150.0,1053380.0
Modern City etap I,44.2,16450.0,727090.0
Modern City etap I,38.6,17200.0,663576.0
Modern City etap I,41.3,17100.0,705375.0
Modern City etap I,64.4,15200.0,979336.0
Modern City etap I,44.2,16500.0,729300.0
Modern City etap I,38.6,17250.0,665505.0
Modern City etap I,41.3,17150.0,707438.0
Modern City etap I,25.1,18200.0,455910.0
Modern City etap I,44.2,16550.0,731510.0
Modern City etap I,38.6,17300.0,667434.0
Modern City etap I,41.3,17200.0,709500.0
Panorama Ursus,39.1,16100.0,629671.0
Panorama Ursus,61.0,13400.0,816864.0
Panorama Ursus,43.9,15700.0,688445.0
Panorama Ursus,28.6,16800.0,479640.0
Panorama Ursus,26.1,16700.0,436371.0
Panorama Ursus,43.8,15600.0,683904.0
Panorama Ursus,45.0,15500.0,697655.0
Panorama Ursus,45.1,15500.0,698430.0
Panorama Ursus,75.2,12700.0,954786.0
Panorama Ursus,76.2,12400.0,944880.0
Panorama Ursus,37.2,16100.0,598437.0
Panorama Ursus,61.0,13600.0,829056.0
Panorama Ursus,43.9,15900.0,697215.0
Panorama Ursus,32.0,17200.0,551260.0
Panorama Ursus,28.6,17000.0,485350.0
Panorama Ursus,26.1,16900.0,441597.0
Panorama Ursus,43.8,15800.0,692672.0
Panorama Ursus,45.0,15700.0,706657.0
Panorama Ursus,45.1,15700.0,707442.0
Panorama Ursus,75.2,12900.0,969822.0
Panorama Ursus,76.2,12600.0,960120.0
Panorama Ursus,44.1,15100.0,666212.0
Panorama Ursus,45.7,15100.0,689466.0
Panorama Ursus,44.1,15200.0,670624.0
Panorama Ursus,45.7,15200.0,694032.0
Panorama Ursus,58.7,13300.0,780976.0
Panorama Ursus,39.1,16300.0,637493.0
Panorama Ursus,37.2,16300.0,605871.0
Panorama Ursus,44.1,15300.0,675036.0
Panorama Ursus,45.7,15300.0,698598.0
Panorama Ursus,39.1,15600.0,610116.0
Panorama Ursus,37.0,16400.0,607292.0
Panorama Ursus,44.1,15400.0,679448.0
Panorama Ursus,45.7,15400.0,703164.0
Panorama Ursus,39.0,16500.0,643995.0
Panorama Ursus,37.0,16500.0,610995.0
Panorama Ursus,37.2,15600.0,579852.0
Panorama Ursus,44.1,15500.0,683860.0
Panorama Ursus,45.7,15500.0,707730.0
Panorama Ursus,67.3,12800.0,862080.0
Panorama Ursus,54.9,13700.0,751993.0
Panorama Ursus,37.0,16600.0,614698.0
Panorama Ursus,44.1,15600.0,688272.0
Panorama Ursus,45.7,15600.0,712296.0
Panorama Ursus,67.3,13000.0,875550.0
Panorama Ursus,44.1,15500.0,683860.0
Panorama Ursus,43.9,15100.0,662135.0
Panorama Ursus,32.1,16400.0,527260.0
Panorama Ursus,43.4,14900.0,647107.0
Panorama Ursus,45.1,14800.0,667776.0
Panorama Ursus,45.2,14800.0,668368.0
Panorama Ursus,75.3,12000.0,903360.0
Panorama Ursus,76.4,12000.0,916920.0
Panorama Ursus,45.7,15500.0,707730.0
Panorama Ursus,61.1,13000.0,793780.0
Panorama Ursus,43.9,15350.0,673098.0
Panorama Ursus,32.1,16500.0,530475.0
Panorama Ursus,43.9,15000.0,657900.0
Panorama Ursus,45.1,14900.0,672288.0
Panorama Ursus,45.2,14900.0,672884.0
Panorama Ursus,76.4,12000.0,916920.0
Panorama Ursus,61.1,13100.0,799886.0
Panorama Ursus,43.9,15400.0,675290.0
Panorama Ursus,32.1,16600.0,533690.0
Panorama Ursus,28.6,16400.0,469204.0
Panorama Ursus,26.3,16300.0,428853.0
Panorama Ursus,43.9,15300.0,671058.0
Panorama Ursus,45.1,15200.0,685824.0
Panorama Ursus,45.2,15200.0,686432.0
Panorama Ursus,75.3,12400.0,933472.0
Panorama Ursus,76.4,12100.0,924561.0
Panorama Ursus,61.1,13200.0,805992.0
Panorama Ursus,43.9,15500.0,679675.0
Panorama Ursus,32.1,16700.0,536905.0
Panorama Ursus,28.6,16500.0,472065.0
Panorama Ursus,26.3,16400.0,431484.0
Panorama Ursus,43.9,15400.0,675444.0
Panorama Ursus,45.1,15300.0,690336.0
Panorama Ursus,45.2,15300.0,690948.0
Panorama Ursus,75.3,12500.0,941000.0
Panorama Ursus,76.4,12200.0,932202.0
Panorama Ursus,61.0,13300.0,810768.0
Panorama Ursus,43.9,15600.0,684060.0
Panorama Ursus,32.0,16800.0,538440.0
Panorama Ursus,28.6,16700.0,476785.0
Panorama Ursus,26.1,16500.0,431145.0
Panorama Ursus,43.8,15500.0,679520.0
Panorama Ursus,45.0,15400.0,693154.0
Panorama Ursus,45.1,15400.0,693924.0
Panorama Ursus,75.2,12600.0,947268.0
Panorama Ursus,76.2,12300.0,937260.0
Spokojny Mokotów etap II,41.0,17789.0,729343.0
Spokojny Mokotów etap II,86.2,16814.0,1448695.0
Spokojny Mokotów etap II,60.7,17288.0,1049055.0
Spokojny Mokotów etap II,45.9,16554.0,759316.0
Spokojny Mokotów etap II,27.1,19540.0,529523.0
Spokojny Mokotów etap II,25.7,19803.0,509541.0
Spokojny Mokotów etap II,31.9,18647.0,594464.0
Spokojny Mokotów etap II,60.0,17434.0,1046406.0
Spokojny Mokotów etap II,62.5,17384.0,1085652.0
Spokojny Mokotów etap II,59.0,17517.0,1033669.0
Spokojny Mokotów etap II,41.0,17545.0,719352.0
Spokojny Mokotów etap II,60.7,17234.0,1045788.0
Spokojny Mokotów etap II,45.9,16554.0,759316.0
Spokojny Mokotów etap II,39.0,17684.0,689502.0
Spokojny Mokotów etap II,31.9,18383.0,586064.0
Spokojny Mokotów etap II,60.0,17333.0,1040349.0
Spokojny Mokotów etap II,62.5,17234.0,1076292.0
Spokojny Mokotów etap II,59.0,17334.0,1022902.0
Spokojny Mokotów etap II,30.6,18841.0,577480.0
Spokojny Mokotów etap II,41.0,17911.0,734338.0
Spokojny Mokotów etap II,86.2,16814.0,1448695.0
Spokojny Mokotów etap II,60.7,17442.0,1058359.0
Spokojny Mokotów etap II,45.9,16684.0,765311.0
Spokojny Mokotów etap II,39.0,17988.0,701368.0
Spokojny Mokotów etap II,31.9,18678.0,595464.0
Spokojny Mokotów etap II,59.0,17533.0,1034634.0
Spokojny Mokotów etap II,30.6,19167.0,587471.0
Spokojny Mokotów etap II,41.0,18154.0,744330.0
Spokojny Mokotów etap II,60.7,17535.0,1064042.0
Spokojny Mokotów etap II,45.9,16902.0,775302.0
Spokojny Mokotów etap II,39.0,18283.0,712858.0
Spokojny Mokotów etap II,25.9,19978.0,518433.0
Spokojny Mokotów etap II,31.9,18929.0,603456.0
Spokojny Mokotów etap II,59.0,17710.0,1045059.0
Spokojny Mokotów etap II,30.6,19493.0,597462.0
Spokojny Mokotów etap II,39.6,17891.0,709361.0
Spokojny Mokotów etap II,26.9,19700.0,530522.0
Spokojny Mokotów etap II,58.9,17463.0,1028586.0
Spokojny Mokotów etap II,49.0,16885.0,827861.0
Spokojny Mokotów etap II,50.1,16741.0,839244.0
Spokojny Mokotów etap II,26.9,19292.0,519532.0
Spokojny Mokotów etap II,26.9,19292.0,519532.0
Spokojny Mokotów etap II,83.5,16785.0,1401873.0
Spokojny Mokotów etap II,58.9,17263.0,1016817.0
Spokojny Mokotów etap II,49.0,16835.0,825411.0
Spokojny Mokotów etap II,48.1,17261.0,830252.0
Spokojny Mokotów etap II,81.2,16801.0,1363772.0
Spokojny Mokotów etap II,42.9,17371.0,744330.0
Spokojny Mokotów etap II,40.1,17436.0,699370.0
Spokojny Mokotów etap II,26.9,19663.0,529523.0
Spokojny Mokotów etap II,26.9,19663.0,529523.0
Spokojny Mokotów etap II,58.9,17463.0,1028586.0
Spokojny Mokotów etap II,49.0,17030.0,835160.0
Spokojny Mokotów etap II,48.1,17448.0,839244.0
Spokojny Mokotów etap II,81.2,16925.0,1373762.0
Spokojny Mokotów etap II,42.9,17604.0,754320.0
Spokojny Mokotów etap II,40.1,17611.0,706364.0
Spokojny Mokotów etap II,26.9,20034.0,539514.0
Spokojny Mokotów etap II,26.9,20034.0,539514.0
Spokojny Mokotów etap II,83.5,17373.0,1450993.0
Spokojny Mokotów etap II,58.9,17564.0,1034530.0
Spokojny Mokotów etap II,49.0,17237.0,845139.0
Spokojny Mokotów etap II,48.1,17659.0,849235.0
Spokojny Mokotów etap II,81.2,17454.0,1416724.0
Spokojny Mokotów etap II,42.9,17767.0,761314.0
Spokojny Mokotów etap II,40.1,17810.0,714356.0
Spokojny Mokotów etap II,42.4,17378.0,737336.0
Spokojny Mokotów etap II,45.6,17273.0,787291.0
Spokojny Mokotów etap II,48.4,16941.0,819262.0
Spokojny Mokotów etap II,41.0,17185.0,704222.0
Spokojny Mokotów etap II,45.6,16985.0,774163.0
Spokojny Mokotów etap II,55.2,17285.0,954140.0
Spokojny Mokotów etap II,62.4,17185.0,1073001.0
Spokojny Mokotów etap II,41.0,17484.0,716505.0
Spokojny Mokotów etap II,45.6,17185.0,783294.0
Spokojny Mokotów etap II,55.2,17376.0,959136.0
Spokojny Mokotów etap II,41.0,17784.0,728788.0
Spokojny Mokotów etap II,45.6,17404.0,793285.0
Spokojny Mokotów etap II,62.4,17505.0,1093015.0
Spokojny Mokotów etap II,38.2,18691.0,714356.0
Spokojny Mokotów etap II,34.3,19784.0,679388.0
Spokojny Mokotów etap II,44.1,17218.0,759316.0
Spokojny Mokotów etap II,54.2,16950.0,919172.0
Spokojny Mokotów etap II,49.6,17525.0,869217.0
Spokojny Mokotów etap II,38.2,18638.0,712358.0
Spokojny Mokotów etap II,74.6,17185.0,1281793.0
Spokojny Mokotów etap II,44.6,17085.0,761290.0
Spokojny Mokotów etap II,44.0,17163.0,754320.0
Spokojny Mokotów etap II,54.2,16857.0,914176.0
Spokojny Mokotów etap II,49.6,17726.0,879208.0
Spokojny Mokotów etap II,38.2,18821.0,719352.0
Spokojny Mokotów etap II,44.6,17287.0,770306.0
Spokojny Mokotów etap II,44.0,17390.0,764312.0
Spokojny Mokotów etap II,54.2,17042.0,924168.0
Spokojny Mokotów etap II,38.2,19083.0,729343.0
Spokojny Mokotów etap II,44.6,17489.0,779298.0
Spokojny Mokotów etap II,44.0,17618.0,774302.0
Spokojny Mokotów etap II,54.2,17226.0,934158.0
Mokotów Sportowy 3.1,72.7,14100.0,1025634.0
Mokotów Sportowy 3.1,72.7,14000.0,1017940.0
Mokotów Sportowy 3.1,39.3,16500.0,647625.0
Mokotów Sportowy 3.1,75.4,14100.0,1063422.0
Mokotów Sportowy 3.1,38.2,16600.0,634120.0
Mokotów Sportowy 3.1,38.2,16600.0,634120.0
Mokotów Sportowy 3.1,37.8,16600.0,626982.0
Mokotów Sportowy 3.1,38.3,16600.0,635116.0
