Address,Price_total,Area_m2,Price_m2,Rooms,Floor
ulica Lazurowa 21,422098.0,30.9,13678.0,2,5
ulica Równoległa 8,636810.0,37.0,17211.0,2,3
ulica Pawła Włodkowica 9,298424.0,25.4,11740.0,1,2
ulica Instalatorów 7A,445635.0,31.0,14371.0,2,2
ulica Mieczysława Pożaryskiego 35,375421.0,29.6,12675.0,1,3
ulica Przedpole 8,614521.0,41.8,14694.0,2,5
ulica Władysława Umińskiego 2,918480.0,76.5,12000.0,3,6
ulica Instalatorów 7A,706699.0,49.2,14352.0,3,1
ulica Głębocka 115C,934112.0,80.0,11675.0,4,3
ulica Instalatorów 7A,802857.0,49.8,16112.0,3,6
ulica Giserska 9,726040.0,54.7,13278.0,3,7
ulica Równoległa 8,554965.0,37.1,14955.0,2,6
ulica Michała Oczapowskiego 15,621000.0,29.1,21304.0,1,5
ulica Łopuszańska 53,460214.0,33.0,13963.0,1,5
ulica Łopuszańska 53,657680.0,51.6,12746.0,3,3
ulica Łopuszańska 53,504819.0,37.4,13505.0,2,2
ulica Michała Oczapowskiego 15,1560000.0,80.8,19307.0,4,2
ulica Mińska 31A,1097093.0,66.7,16458.0,3,2
ulica Władysława Umińskiego 2,744915.0,56.2,13250.0,3,4
ulica Pod Wiązami 6,3600000.0,182.2,19764.0,6,1
ulica Władysława Umińskiego 2,556368.0,42.0,13250.0,2,3
ulica Równoległa 8B,604417.0,35.8,16883.0,2,3
ulica Łopuszańska 53,509245.0,37.3,13656.0,2,3
ulica Instalatorów 7A,580553.0,39.7,14638.0,2,6
ulica Loteryjki 69F,869000.0,79.0,10996.0,4,4
Aleje Jerozolimskie 190,582347.0,36.5,15963.0,2,6
ulica Loteryjki 69D,723456.0,56.5,12800.0,3,3
ulica Mińska 31A,724502.0,41.3,17555.0,2,6
ulica Pawła Włodkowica 9,626000.0,63.4,9877.0,4,2
ulica Mieczysława Pożaryskiego 35A,297223.0,28.0,10600.0,1,3
ulica Krochmalna 61,1086008.0,42.2,25729.0,1,4
ulica Pawła Włodkowica 9,303605.0,25.6,11850.0,1,4
ulica Instalatorów 7,1165645.0,84.3,13819.0,4,4
ulica Loteryjki 69F,462364.0,47.2,9800.0,2,1
ulica Michała Oczapowskiego 15,649100.0,29.3,22161.0,1,1
ulica Pawła Włodkowica 9,271845.0,25.5,10665.0,1,2
ulica Mińska 31A,387901.0,26.4,14688.0,1,3
ulica Mińska 31A,395834.0,26.3,15034.0,1,4
ulica Loteryjki 69C,678930.0,55.6,12200.0,2,2
ulica Loteryjki 69D,648084.0,61.1,10600.0,3,2
ulica Instalatorów 7,1253492.0,75.3,16644.0,4,9
ulica Mieczysława Pożaryskiego 35A,723253.0,59.9,12066.0,3,2
Aleja „Solidarności” 153,850000.0,31.6,26890.0,1,5
ulica Instalatorów 7A,678150.0,47.6,14232.0,2,2
ulica Michała Oczapowskiego 15,1046000.0,55.3,18925.0,2,3
ulica Mieczysława Pożaryskiego 35,639719.0,43.2,14808.0,2,5
ulica Mieczysława Pożaryskiego 35,650726.0,42.8,15200.0,2,4
ulica Aluzyjna 39,679289.0,59.1,11498.0,4,3
ulica Mieczysława Pożaryskiego 35A,587885.0,46.8,12570.0,2,4
ulica Loteryjki 69F,869000.0,79.0,10996.0,4,4
Aleje Jerozolimskie 190,582347.0,36.5,15963.0,2,6
ulica Loteryjki 69D,723456.0,56.5,12800.0,3,3
ulica Mińska 31A,724502.0,41.3,17555.0,2,6
ulica Pawła Włodkowica 9,626000.0,63.4,9877.0,4,2
ulica Mieczysława Pożaryskiego 35A,297223.0,28.0,10600.0,1,3
ulica Krochmalna 61,1086008.0,42.2,25729.0,1,4
ulica Pawła Włodkowica 9,303605.0,25.6,11850.0,1,4
ulica Instalatorów 7,1165645.0,84.3,13819.0,4,4
ulica Loteryjki 69F,462364.0,47.2,9800.0,2,1
ulica Michała Oczapowskiego 15,649100.0,29.3,22161.0,1,1
ulica Pawła Włodkowica 9,271845.0,25.5,10665.0,1,2
ulica Mińska 31A,387901.0,26.4,14688.0,1,3
ulica Mińska 31A,395834.0,26.3,15034.0,1,4
ulica Loteryjki 69C,678930.0,55.6,12200.0,2,2
ulica Loteryjki 69D,648084.0,61.1,10600.0,3,2
ulica Instalatorów 7,1253492.0,75.3,16644.0,4,9
ulica Mieczysława Pożaryskiego 35A,723253.0,59.9,12066.0,3,2
Aleja „Solidarności” 153,850000.0,31.6,26890.0,1,5
ulica Instalatorów 7A,678150.0,47.6,14232.0,2,2
ulica Michała Oczapowskiego 15,1046000.0,55.3,18925.0,2,3
ulica Mieczysława Pożaryskiego 35,639719.0,43.2,14808.0,2,5
ulica Mieczysława Pożaryskiego 35,650726.0,42.8,15200.0,2,4
ulica Aluzyjna 39,679289.0,59.1,11498.0,4,3
ulica Mieczysława Pożaryskiego 35A,587885.0,46.8,12570.0,2,4
ulica Loteryjki 69F,869000.0,79.0,10996.0,4,4
Aleje Jerozolimskie 190,582347.0,36.5,15963.0,2,6
ulica Loteryjki 69D,723456.0,56.5,12800.0,3,3
ulica Mińska 31A,724502.0,41.3,17555.0,2,6
ulica Pawła Włodkowica 9,626000.0,63.4,9877.0,4,2
ulica Mieczysława Pożaryskiego 35A,297223.0,28.0,10600.0,1,3
ulica Krochmalna 61,1086008.0,42.2,25729.0,1,4
ulica Pawła Włodkowica 9,303605.0,25.6,11850.0,1,4
ulica Instalatorów 7,1165645.0,84.3,13819.0,4,4
ulica Loteryjki 69F,462364.0,47.2,9800.0,2,1
ulica Michała Oczapowskiego 15,649100.0,29.3,22161.0,1,1
ulica Pawła Włodkowica 9,271845.0,25.5,10665.0,1,2
ulica Mińska 31A,387901.0,26.4,14688.0,1,3
ulica Mińska 31A,395834.0,26.3,15034.0,1,4
ulica Loteryjki 69C,678930.0,55.6,12200.0,2,2
ulica Loteryjki 69D,648084.0,61.1,10600.0,3,2
ulica Instalatorów 7,1253492.0,75.3,16644.0,4,9
ulica Mieczysława Pożaryskiego 35A,723253.0,59.9,12066.0,3,2
Aleja „Solidarności” 153,850000.0,31.6,26890.0,1,5
ulica Instalatorów 7A,678150.0,47.6,14232.0,2,2
ulica Michała Oczapowskiego 15,1046000.0,55.3,18925.0,2,3
ulica Mieczysława Pożaryskiego 35,639719.0,43.2,14808.0,2,5
ulica Mieczysława Pożaryskiego 35,650726.0,42.8,15200.0,2,4
ulica Aluzyjna 39,679289.0,59.1,11498.0,4,3
ulica Mieczysława Pożaryskiego 35A,587885.0,46.8,12570.0,2,4
ulica Loteryjki 69C,644770.0,52.9,12200.0,2,2
ulica Równoległa 8B,954822.0,65.7,14529.0,4,1
ulica Loteryjki 69D,445000.0,42.5,10478.0,2,3
ulica Pielgrzymów 33,316000.0,31.8,9937.0,2,3
ulica Lazurowa 21,502325.0,34.5,14564.0,2,7
ulica Pawła Włodkowica 9,302422.0,25.4,11897.0,1,3
ulica Równoległa 8,664149.0,40.6,16354.0,2,4
ulica Mieczysława Pożaryskiego 35,655151.0,42.8,15300.0,2,5
ulica Loteryjki 69D,677100.0,55.5,12200.0,2,3
ulica Krochmalna 61,1016429.0,37.2,27345.0,1,6
ulica Lazurowa 21,438214.0,30.9,14200.0,2,3
ulica Krochmalna 61,1065562.0,37.1,28737.0,1,2
ulica Równoległa 8B,621196.0,38.6,16097.0,2,6
ulica Michała Oczapowskiego 15,935000.0,40.8,22934.0,2,4
ulica Loteryjki 69F,647868.0,66.3,9778.0,3,4
ulica Michała Oczapowskiego 15,686000.0,30.8,22258.0,1,3
Aleja „Solidarności” 153,826020.0,31.8,26000.0,1,5
ulica Mińska 31A,870373.0,50.1,17380.0,2,4
ulica Instalatorów 7A,932258.0,63.5,14681.0,3,3
ulica Michała Oczapowskiego 15,1862500.0,80.9,23034.0,4,3
ulica Pawła Włodkowica 9,762988.0,68.5,11130.0,4,4
ulica Pawła Włodkowica 9,579857.0,52.8,10974.0,2,1
ulica Lazurowa 21,810396.0,68.5,11832.0,4,6
ulica Barkocińska 3,852576.0,51.5,16571.0,3,3
ulica Loteryjki 69E,650964.0,48.1,13522.0,2,3
ulica Loteryjki 69C,644770.0,52.9,12200.0,2,2
ulica Równoległa 8B,954822.0,65.7,14529.0,4,1
ulica Loteryjki 69D,445000.0,42.5,10478.0,2,3
ulica Pielgrzymów 33,316000.0,31.8,9937.0,2,3
ulica Lazurowa 21,502325.0,34.5,14564.0,2,7
ulica Pawła Włodkowica 9,302422.0,25.4,11897.0,1,3
ulica Równoległa 8,664149.0,40.6,16354.0,2,4
ulica Mieczysława Pożaryskiego 35,655151.0,42.8,15300.0,2,5
ulica Loteryjki 69D,677100.0,55.5,12200.0,2,3
ulica Krochmalna 61,1016429.0,37.2,27345.0,1,6
ulica Lazurowa 21,438214.0,30.9,14200.0,2,3
ulica Krochmalna 61,1065562.0,37.1,28737.0,1,2
ulica Równoległa 8B,621196.0,38.6,16097.0,2,6
ulica Michała Oczapowskiego 15,935000.0,40.8,22934.0,2,4
ulica Loteryjki 69F,647868.0,66.3,9778.0,3,4
ulica Michała Oczapowskiego 15,686000.0,30.8,22258.0,1,3
Aleja „Solidarności” 153,826020.0,31.8,26000.0,1,5
ulica Mińska 31A,870373.0,50.1,17380.0,2,4
ulica Instalatorów 7A,932258.0,63.5,14681.0,3,3
ulica Michała Oczapowskiego 15,1862500.0,80.9,23034.0,4,3
ulica Pawła Włodkowica 9,762988.0,68.5,11130.0,4,4
ulica Pawła Włodkowica 9,579857.0,52.8,10974.0,2,1
ulica Lazurowa 21,810396.0,68.5,11832.0,4,6
ulica Barkocińska 3,852576.0,51.5,16571.0,3,3
ulica Loteryjki 69E,650964.0,48.1,13522.0,2,3
ulica Loteryjki 69C,644770.0,52.9,12200.0,2,2
ulica Równoległa 8B,954822.0,65.7,14529.0,4,1
ulica Loteryjki 69D,445000.0,42.5,10478.0,2,3
ulica Pielgrzymów 33,316000.0,31.8,9937.0,2,3
ulica Lazurowa 21,502325.0,34.5,14564.0,2,7
ulica Pawła Włodkowica 9,302422.0,25.4,11897.0,1,3
ulica Równoległa 8,664149.0,40.6,16354.0,2,4
ulica Mieczysława Pożaryskiego 35,655151.0,42.8,15300.0,2,5
ulica Loteryjki 69D,677100.0,55.5,12200.0,2,3
ulica Krochmalna 61,1016429.0,37.2,27345.0,1,6
ulica Lazurowa 21,438214.0,30.9,14200.0,2,3
ulica Krochmalna 61,1065562.0,37.1,28737.0,1,2
ulica Równoległa 8B,621196.0,38.6,16097.0,2,6
ulica Michała Oczapowskiego 15,935000.0,40.8,22934.0,2,4
ulica Loteryjki 69F,647868.0,66.3,9778.0,3,4
ulica Michała Oczapowskiego 15,686000.0,30.8,22258.0,1,3
Aleja „Solidarności” 153,826020.0,31.8,26000.0,1,5
ulica Mińska 31A,870373.0,50.1,17380.0,2,4
ulica Instalatorów 7A,932258.0,63.5,14681.0,3,3
ulica Michała Oczapowskiego 15,1862500.0,80.9,23034.0,4,3
ulica Pawła Włodkowica 9,762988.0,68.5,11130.0,4,4
ulica Pawła Włodkowica 9,579857.0,52.8,10974.0,2,1
ulica Lazurowa 21,810396.0,68.5,11832.0,4,6
ulica Barkocińska 3,852576.0,51.5,16571.0,3,3
ulica Loteryjki 69E,650964.0,48.1,13522.0,2,3
ulica Mieczysława Pożaryskiego 35A,552428.0,45.5,12149.0,2,4
ulica Pawła Włodkowica 9,560383.0,52.6,10648.0,3,2
ulica Instalatorów 7,901486.0,71.9,12542.0,4,3
ulica Instalatorów 7,1186280.0,84.3,14064.0,4,7
ulica Instalatorów 7A,713872.0,47.6,14988.0,2,4
ulica Jerzego Holzera 6,966894.0,68.4,14142.0,4,3
ulica Lazurowa 19,677812.0,58.1,11670.0,3,2
ulica Pawła Włodkowica 9,303565.0,27.5,11023.0,1,2
ulica Lubiniecka 12,773000.0,61.8,12512.0,3,4
ulica Mińska 31A,398478.0,26.2,15209.0,1,5
ulica Loteryjki 69D,414890.0,42.6,9735.0,2,2
ulica Giserska 9,687443.0,54.8,12547.0,3,3
ulica Mińska 31A,733720.0,41.4,17736.0,2,5
ulica Michała Oczapowskiego 15,641100.0,29.1,22008.0,1,3
ulica Krokusów 22,1049500.0,104.8,10014.0,5,1
ulica Mińska 31A,2176065.0,127.1,17116.0,4,6
ulica Michała Oczapowskiego 15,632600.0,28.9,21874.0,1,3
ulica Kolejowa 19A,830386.0,40.0,20754.0,2,7
ulica Mińska 31A,708295.0,41.7,16994.0,2,5
ulica Kompanii AK „Goplana” 9B,874968.0,61.9,14126.0,4,5
ulica Mieczysława Pożaryskiego 35,713378.0,50.6,14090.0,2,4
ulica Marynin 33,559522.0,36.5,15350.0,2,5
ulica Dywizjonu AK „Jeleń” 7,1706951.0,110.5,15443.0,6,3
ulica Loteryjki 69E,583700.0,45.6,12786.0,2,2
ulica Mieczysława Pożaryskiego 35,678777.0,42.9,15833.0,2,5
ulica Mieczysława Pożaryskiego 35A,552428.0,45.5,12149.0,2,4
ulica Pawła Włodkowica 9,560383.0,52.6,10648.0,3,2
ulica Instalatorów 7,901486.0,71.9,12542.0,4,3
ulica Instalatorów 7,1186280.0,84.3,14064.0,4,7
ulica Instalatorów 7A,713872.0,47.6,14988.0,2,4
ulica Jerzego Holzera 6,966894.0,68.4,14142.0,4,3
ulica Lazurowa 19,677812.0,58.1,11670.0,3,2
ulica Pawła Włodkowica 9,303565.0,27.5,11023.0,1,2
ulica Lubiniecka 12,773000.0,61.8,12512.0,3,4
ulica Mińska 31A,398478.0,26.2,15209.0,1,5
ulica Loteryjki 69D,414890.0,42.6,9735.0,2,2
ulica Giserska 9,687443.0,54.8,12547.0,3,3
ulica Mińska 31A,733720.0,41.4,17736.0,2,5
ulica Michała Oczapowskiego 15,641100.0,29.1,22008.0,1,3
ulica Krokusów 22,1049500.0,104.8,10014.0,5,1
ulica Mińska 31A,2176065.0,127.1,17116.0,4,6
ulica Michała Oczapowskiego 15,632600.0,28.9,21874.0,1,3
ulica Kolejowa 19A,830386.0,40.0,20754.0,2,7
ulica Mińska 31A,708295.0,41.7,16994.0,2,5
ulica Kompanii AK „Goplana” 9B,874968.0,61.9,14126.0,4,5
ulica Mieczysława Pożaryskiego 35,713378.0,50.6,14090.0,2,4
ulica Marynin 33,559522.0,36.5,15350.0,2,5
ulica Dywizjonu AK „Jeleń” 7,1706951.0,110.5,15443.0,6,3
ulica Loteryjki 69E,583700.0,45.6,12786.0,2,2
ulica Mieczysława Pożaryskiego 35,678777.0,42.9,15833.0,2,5
ulica Mieczysława Pożaryskiego 35A,552428.0,45.5,12149.0,2,4
ulica Pawła Włodkowica 9,560383.0,52.6,10648.0,3,2
ulica Instalatorów 7,901486.0,71.9,12542.0,4,3
ulica Instalatorów 7,1186280.0,84.3,14064.0,4,7
ulica Instalatorów 7A,713872.0,47.6,14988.0,2,4
ulica Jerzego Holzera 6,966894.0,68.4,14142.0,4,3
ulica Lazurowa 19,677812.0,58.1,11670.0,3,2
ulica Pawła Włodkowica 9,303565.0,27.5,11023.0,1,2
ulica Lubiniecka 12,773000.0,61.8,12512.0,3,4
ulica Mińska 31A,398478.0,26.2,15209.0,1,5
ulica Loteryjki 69D,414890.0,42.6,9735.0,2,2
ulica Giserska 9,687443.0,54.8,12547.0,3,3
ulica Mińska 31A,733720.0,41.4,17736.0,2,5
ulica Michała Oczapowskiego 15,641100.0,29.1,22008.0,1,3
ulica Krokusów 22,1049500.0,104.8,10014.0,5,1
ulica Mińska 31A,2176065.0,127.1,17116.0,4,6
ulica Michała Oczapowskiego 15,632600.0,28.9,21874.0,1,3
ulica Kolejowa 19A,830386.0,40.0,20754.0,2,7
ulica Mińska 31A,708295.0,41.7,16994.0,2,5
ulica Kompanii AK „Goplana” 9B,874968.0,61.9,14126.0,4,5
ulica Mieczysława Pożaryskiego 35,713378.0,50.6,14090.0,2,4
ulica Marynin 33,559522.0,36.5,15350.0,2,5
ulica Dywizjonu AK „Jeleń” 7,1706951.0,110.5,15443.0,6,3
ulica Loteryjki 69E,583700.0,45.6,12786.0,2,2
ulica Mieczysława Pożaryskiego 35,678777.0,42.9,15833.0,2,5
ulica Łopuszańska 53,412672.0,28.5,14485.0,2,2
ulica Instalatorów 7,992556.0,58.8,16886.0,3,7
ulica Marynin 33,756074.0,51.5,14695.0,3,3
ulica Mieczysława Pożaryskiego 35A,507785.0,38.7,13135.0,1,2
ulica Władysława Umińskiego 2,424000.0,33.9,12500.0,2,5
ulica Instalatorów 7A,510000.0,33.7,15120.0,1,4
ulica Pawła Włodkowica 9,357298.0,30.1,11866.0,2,3
ulica Michała Oczapowskiego 15,1512000.0,75.0,20165.0,3,2
ulica Małego Rycerza 22,965000.0,121.3,7954.0,4,1
ulica Pawła Włodkowica 9,280000.0,25.5,10989.0,1,3
ulica Michała Oczapowskiego 15,1381800.0,74.0,18665.0,3,3
ulica Loteryjki 69E,582499.0,64.3,9058.0,3,2
ulica Mieczysława Pożaryskiego 35A,461181.0,38.7,11923.0,1,4
ulica Mieczysława Pożaryskiego 35,506897.0,31.5,16112.0,1,5
ulica Lazurowa 21,1430688.0,113.8,12576.0,6,9
ulica Mińska 31A,1096202.0,67.2,16310.0,3,6
ulica Lazurowa 19,522429.0,37.5,13943.0,2,4
ulica Instalatorów 7A,1167897.0,86.1,13569.0,4,4
ulica Pielgrzymów 33,376000.0,39.0,9646.0,2,3
ulica Pawła Włodkowica 9,296000.0,26.7,11074.0,1,4
ulica Instalatorów 7,713968.0,42.9,16635.0,2,8
ulica Michała Oczapowskiego 15,1792050.0,94.3,19004.0,4,3
ulica Pielgrzymów 33,390000.0,33.4,11663.0,2,4
ulica Loteryjki 69C,460000.0,42.8,10738.0,2,1
ulica Instalatorów 7,761088.0,56.9,13378.0,3,1
ulica Łopuszańska 53,412672.0,28.5,14485.0,2,2
ulica Instalatorów 7,992556.0,58.8,16886.0,3,7
ulica Marynin 33,756074.0,51.5,14695.0,3,3
ulica Mieczysława Pożaryskiego 35A,507785.0,38.7,13135.0,1,2
ulica Władysława Umińskiego 2,424000.0,33.9,12500.0,2,5
ulica Instalatorów 7A,510000.0,33.7,15120.0,1,4
ulica Pawła Włodkowica 9,357298.0,30.1,11866.0,2,3
ulica Michała Oczapowskiego 15,1512000.0,75.0,20165.0,3,2
ulica Małego Rycerza 22,965000.0,121.3,7954.0,4,1
ulica Pawła Włodkowica 9,280000.0,25.5,10989.0,1,3
ulica Michała Oczapowskiego 15,1381800.0,74.0,18665.0,3,3
ulica Loteryjki 69E,582499.0,64.3,9058.0,3,2
ulica Mieczysława Pożaryskiego 35A,461181.0,38.7,11923.0,1,4
ulica Mieczysława Pożaryskiego 35,506897.0,31.5,16112.0,1,5
ulica Lazurowa 21,1430688.0,113.8,12576.0,6,9
ulica Mińska 31A,1096202.0,67.2,16310.0,3,6
ulica Lazurowa 19,522429.0,37.5,13943.0,2,4
ulica Instalatorów 7A,1167897.0,86.1,13569.0,4,4
ulica Pielgrzymów 33,376000.0,39.0,9646.0,2,3
ulica Pawła Włodkowica 9,296000.0,26.7,11074.0,1,4
ulica Instalatorów 7,713968.0,42.9,16635.0,2,8
ulica Michała Oczapowskiego 15,1792050.0,94.3,19004.0,4,3
ulica Pielgrzymów 33,390000.0,33.4,11663.0,2,4
ulica Loteryjki 69C,460000.0,42.8,10738.0,2,1
ulica Instalatorów 7,761088.0,56.9,13378.0,3,1
ulica Łopuszańska 53,412672.0,28.5,14485.0,2,2
ulica Instalatorów 7,992556.0,58.8,16886.0,3,7
ulica Marynin 33,756074.0,51.5,14695.0,3,3
ulica Mieczysława Pożaryskiego 35A,507785.0,38.7,13135.0,1,2
ulica Władysława Umińskiego 2,424000.0,33.9,12500.0,2,5
ulica Instalatorów 7A,510000.0,33.7,15120.0,1,4
ulica Pawła Włodkowica 9,357298.0,30.1,11866.0,2,3
ulica Michała Oczapowskiego 15,1512000.0,75.0,20165.0,3,2
ulica Małego Rycerza 22,965000.0,121.3,7954.0,4,1
ulica Pawła Włodkowica 9,280000.0,25.5,10989.0,1,3
ulica Michała Oczapowskiego 15,1381800.0,74.0,18665.0,3,3
ulica Loteryjki 69E,582499.0,64.3,9058.0,3,2
ulica Mieczysława Pożaryskiego 35A,461181.0,38.7,11923.0,1,4
ulica Mieczysława Pożaryskiego 35,506897.0,31.5,16112.0,1,5
ulica Lazurowa 21,1430688.0,113.8,12576.0,6,9
ulica Mińska 31A,1096202.0,67.2,16310.0,3,6
ulica Lazurowa 19,522429.0,37.5,13943.0,2,4
ulica Instalatorów 7A,1167897.0,86.1,13569.0,4,4
ulica Pielgrzymów 33,376000.0,39.0,9646.0,2,3
ulica Pawła Włodkowica 9,296000.0,26.7,11074.0,1,4
ulica Instalatorów 7,713968.0,42.9,16635.0,2,8
ulica Michała Oczapowskiego 15,1792050.0,94.3,19004.0,4,3
ulica Pielgrzymów 33,390000.0,33.4,11663.0,2,4
ulica Loteryjki 69C,460000.0,42.8,10738.0,2,1
ulica Instalatorów 7,761088.0,56.9,13378.0,3,1
ulica Władysława Umińskiego 2,472628.0,31.7,14900.0,2,5
ulica Mieczysława Pożaryskiego 35A,554991.0,45.4,12216.0,2,2
ulica Janowiecka 9,1049305.0,85.7,12248.0,4,1
ulica Michała Oczapowskiego 15,1169800.0,55.3,21138.0,2,5
ulica Palmowa 11D,1298000.0,133.1,9752.0,5,1
ulica Władysława Umińskiego 2,487008.0,33.8,14400.0,2,4
ulica Michała Oczapowskiego 15,646000.0,28.9,22345.0,1,4
ulica Michała Oczapowskiego 15,630000.0,29.2,21598.0,1,5
ulica Loteryjki 69F,572178.0,48.1,11886.0,2,3
ulica Lazurowa 19,492714.0,34.3,14386.0,2,2
ulica Instalatorów 7,1145000.0,84.3,13574.0,4,6
ulica Loteryjki 69F,499600.0,49.0,10198.0,2,3
ulica Kolejowa 19,993354.0,51.8,19188.0,2,2
ulica Przebiśniegów 3,1138412.0,57.2,19895.0,3,1
ulica Instalatorów 7,948082.0,68.9,13756.0,4,2
ulica Lazurowa 19,525181.0,37.5,14016.0,2,7
ulica Mińska 31A,609695.0,38.2,15965.0,2,5
ulica Michała Oczapowskiego 15,725000.0,28.8,25174.0,1,5
ulica Janowiecka 9,683668.0,54.9,12446.0,3,2
ulica Michała Oczapowskiego 15,1965000.0,94.3,20842.0,4,2
ulica Pielgrzymów 33,428000.0,33.7,12689.0,2,2
ulica Lazurowa 19,761758.0,58.1,13116.0,3,5
ulica Krochmalna 61,1605016.0,46.5,34509.0,1,13
ulica Równoległa 8,551618.0,36.4,15171.0,2,7
ulica Pawła Włodkowica 9,285480.0,25.6,11147.0,1,4
ulica Władysława Umińskiego 2,472628.0,31.7,14900.0,2,5
ulica Mieczysława Pożaryskiego 35A,554991.0,45.4,12216.0,2,2
ulica Janowiecka 9,1049305.0,85.7,12248.0,4,1
ulica Michała Oczapowskiego 15,1169800.0,55.3,21138.0,2,5
ulica Palmowa 11D,1298000.0,133.1,9752.0,5,1
ulica Władysława Umińskiego 2,487008.0,33.8,14400.0,2,4
ulica Michała Oczapowskiego 15,646000.0,28.9,22345.0,1,4
ulica Michała Oczapowskiego 15,630000.0,29.2,21598.0,1,5
ulica Loteryjki 69F,572178.0,48.1,11886.0,2,3
ulica Lazurowa 19,492714.0,34.3,14386.0,2,2
ulica Instalatorów 7,1145000.0,84.3,13574.0,4,6
ulica Loteryjki 69F,499600.0,49.0,10198.0,2,3
ulica Kolejowa 19,993354.0,51.8,19188.0,2,2
ulica Przebiśniegów 3,1138412.0,57.2,19895.0,3,1
ulica Instalatorów 7,948082.0,68.9,13756.0,4,2
ulica Lazurowa 19,525181.0,37.5,14016.0,2,7
ulica Mińska 31A,609695.0,38.2,15965.0,2,5
ulica Michała Oczapowskiego 15,725000.0,28.8,25174.0,1,5
ulica Janowiecka 9,683668.0,54.9,12446.0,3,2
ulica Michała Oczapowskiego 15,1965000.0,94.3,20842.0,4,2
ulica Pielgrzymów 33,428000.0,33.7,12689.0,2,2
ulica Lazurowa 19,761758.0,58.1,13116.0,3,5
ulica Krochmalna 61,1605016.0,46.5,34509.0,1,13
ulica Równoległa 8,551618.0,36.4,15171.0,2,7
ulica Pawła Włodkowica 9,285480.0,25.6,11147.0,1,4
ulica Władysława Umińskiego 2,472628.0,31.7,14900.0,2,5
ulica Mieczysława Pożaryskiego 35A,554991.0,45.4,12216.0,2,2
ulica Janowiecka 9,1049305.0,85.7,12248.0,4,1
ulica Michała Oczapowskiego 15,1169800.0,55.3,21138.0,2,5
ulica Palmowa 11D,1298000.0,133.1,9752.0,5,1
ulica Władysława Umińskiego 2,487008.0,33.8,14400.0,2,4
ulica Michała Oczapowskiego 15,646000.0,28.9,22345.0,1,4
ulica Michała Oczapowskiego 15,630000.0,29.2,21598.0,1,5
ulica Loteryjki 69F,572178.0,48.1,11886.0,2,3
ulica Lazurowa 19,492714.0,34.3,14386.0,2,2
ulica Instalatorów 7,1145000.0,84.3,13574.0,4,6
ulica Loteryjki 69F,499600.0,49.0,10198.0,2,3
ulica Kolejowa 19,993354.0,51.8,19188.0,2,2
ulica Przebiśniegów 3,1138412.0,57.2,19895.0,3,1
ulica Instalatorów 7,948082.0,68.9,13756.0,4,2
ulica Lazurowa 19,525181.0,37.5,14016.0,2,7
ulica Mińska 31A,609695.0,38.2,15965.0,2,5
ulica Michała Oczapowskiego 15,725000.0,28.8,25174.0,1,5
ulica Janowiecka 9,683668.0,54.9,12446.0,3,2
ulica Michała Oczapowskiego 15,1965000.0,94.3,20842.0,4,2
ulica Pielgrzymów 33,428000.0,33.7,12689.0,2,2
ulica Lazurowa 19,761758.0,58.1,13116.0,3,5
ulica Krochmalna 61,1605016.0,46.5,34509.0,1,13
ulica Równoległa 8,551618.0,36.4,15171.0,2,7
ulica Pawła Włodkowica 9,285480.0,25.6,11147.0,1,4
ulica Pawła Włodkowica 9,517148.0,50.2,10298.0,3,4
ulica Urugwajska 2,826436.0,43.6,18946.0,2,5
Aleje Jerozolimskie 190,1077303.0,78.1,13789.0,4,3
ulica Michała Oczapowskiego 15,595000.0,29.1,20440.0,1,2
ulica Michała Oczapowskiego 15,846329.0,40.3,21011.0,2,2
ulica Harmonii 12,1140000.0,106.5,10699.0,5,1
ulica Równoległa 8,901662.0,60.5,14901.0,3,1
ulica Pawła Włodkowica 9,378076.0,32.5,11651.0,2,2
ulica Urugwajska 2,837827.0,44.5,18823.0,2,5
ulica Władysława Umińskiego 2,568915.0,42.0,13559.0,2,6
ulica Kolejowa 19,869252.0,46.1,18856.0,2,5
ulica Loteryjki 69D,495000.0,47.0,10530.0,2,1
ulica Wschodu Słońca 7A,893813.0,38.6,23144.0,1,6
ulica Kolejowa 19,873746.0,45.8,19090.0,2,4
ulica Równoległa 8B,589359.0,38.1,15485.0,2,3
ulica Prozy 41C,2089990.0,150.7,13866.0,4,1
ulica Równoległa 8,923683.0,60.8,15190.0,3,6
ulica Władysława Umińskiego 2,540130.0,41.5,13015.0,2,1
ulica Mińska 31A,385257.0,26.2,14716.0,1,3
Aleje Jerozolimskie 190,795931.0,59.4,13395.0,0,2
ulica Michała Oczapowskiego 15,561000.0,30.6,18303.0,1,2
ulica Mińska 31A,1525000.0,98.3,15512.0,4,6
ulica Pawła Włodkowica 9,416445.0,36.4,11435.0,2,3
ulica Instalatorów 7A,500000.0,32.8,15225.0,2,5
ulica Pawła Włodkowica 9,519938.0,49.5,10510.0,3,3
ulica Pawła Włodkowica 9,517148.0,50.2,10298.0,3,4
ulica Urugwajska 2,826436.0,43.6,18946.0,2,5
Aleje Jerozolimskie 190,1077303.0,78.1,13789.0,4,3
ulica Michała Oczapowskiego 15,595000.0,29.1,20440.0,1,2
ulica Michała Oczapowskiego 15,846329.0,40.3,21011.0,2,2
ulica Harmonii 12,1140000.0,106.5,10699.0,5,1
