Address,Price_total,Area_m2,Price_m2,Rooms,Floor,source
ulica Myśliborska 1,689034.0,49.9,13800.0,3,2.0,transactions
ulica Loteryjki 69C,446322.0,61.1,7300.0,3,2.0,transactions
ulica Mieczysława Pożaryskiego 35,684227.0,53.1,12883.0,2,3.0,transactions
ulica Instalatorów 7A,904450.0,57.4,15765.0,3,7.0,transactions
ulica Żupnicza 26,602957.0,41.2,14649.0,2,1.0,transactions
ulica Włodarzewska 61D,2658900.0,124.3,21393.0,5,4.0,transactions
ulica Żupnicza 26,688776.0,54.1,12724.0,3,3.0,transactions
ulica Lazurowa 19,678080.0,55.5,12215.0,3,5.0,transactions
ulica Sokratesa 11A,1003441.0,49.8,20153.0,3,2.0,transactions
ulica Sokratesa 11A,773700.0,42.2,18347.0,2,2.0,transactions
ulica Marynin 33,911400.0,61.4,14853.0,3,3.0,transactions
ulica Ostrobramska 76,715111.0,49.1,14558.0,2,7.0,transactions
ulica Sokratesa 11A,683554.0,44.4,15399.0,2,3.0,transactions
ulica Włodarzewska 61E,2531728.0,122.5,20660.0,5,2.0,transactions
ulica Krochmalna 61,1382692.0,42.6,32480.0,1,8.0,transactions
ulica Instalatorów 7,1042633.0,77.1,13527.0,4,1.0,transactions
ulica Kompanii AK „Goplana” 9B,460647.0,38.1,12075.0,2,7.0,transactions
ulica Żupnicza 26,686793.0,58.1,11815.0,3,2.0,transactions
ulica Żupnicza 26,644127.0,46.6,13831.0,2,1.0,transactions
ulica Loteryjki 69E,410000.0,50.4,8143.0,3,3.0,transactions
ulica Józefa Sierakowskiego 3,1240533.0,56.4,21984.0,3,5.0,transactions
ulica Kolejowa 19B,1066257.0,51.5,20700.0,2,5.0,transactions
ulica Kolejowa 19B,1071961.0,51.3,20900.0,2,2.0,transactions
ulica Ostrobramska 76,695248.0,49.3,14111.0,2,7.0,transactions
ulica Ostrobramska 76,845276.0,48.3,17486.0,2,3.0,transactions
ulica Lazurowa 19,442445.0,31.4,14095.0,1,3.0,transactions
ulica Loteryjki 69C,446322.0,61.1,7300.0,3,2.0,transactions
ulica Mieczysława Pożaryskiego 35,684227.0,53.1,12883.0,2,3.0,transactions
ulica Instalatorów 7A,904450.0,57.4,15765.0,3,7.0,transactions
ulica Żupnicza 26,602957.0,41.2,14649.0,2,1.0,transactions
ulica Włodarzewska 61D,2658900.0,124.3,21393.0,5,4.0,transactions
ulica Żupnicza 26,688776.0,54.1,12724.0,3,3.0,transactions
ulica Lazurowa 19,678080.0,55.5,12215.0,3,5.0,transactions
ulica Sokratesa 11A,1003441.0,49.8,20153.0,3,2.0,transactions
ulica Sokratesa 11A,773700.0,42.2,18347.0,2,2.0,transactions
ulica Marynin 33,911400.0,61.4,14853.0,3,3.0,transactions
ulica Ostrobramska 76,715111.0,49.1,14558.0,2,7.0,transactions
ulica Sokratesa 11A,683554.0,44.4,15399.0,2,3.0,transactions
ulica Włodarzewska 61E,2531728.0,122.5,20660.0,5,2.0,transactions
ulica Krochmalna 61,1382692.0,42.6,32480.0,1,8.0,transactions
ulica Instalatorów 7,1042633.0,77.1,13527.0,4,1.0,transactions
ulica Kompanii AK „Goplana” 9B,460647.0,38.1,12075.0,2,7.0,transactions
ulica Żupnicza 26,686793.0,58.1,11815.0,3,2.0,transactions
ulica Żupnicza 26,644127.0,46.6,13831.0,2,1.0,transactions
ulica Loteryjki 69E,410000.0,50.4,8143.0,3,3.0,transactions
ulica Józefa Sierakowskiego 3,1240533.0,56.4,21984.0,3,5.0,transactions
ulica Kolejowa 19B,1066257.0,51.5,20700.0,2,5.0,transactions
ulica Kolejowa 19B,1071961.0,51.3,20900.0,2,2.0,transactions
ulica Ostrobramska 76,695248.0,49.3,14111.0,2,7.0,transactions
ulica Ostrobramska 76,845276.0,48.3,17486.0,2,3.0,transactions
ulica Lazurowa 19,442445.0,31.4,14095.0,1,3.0,transactions
ulica Loteryjki 69C,446322.0,61.1,7300.0,3,2.0,transactions
ulica Mieczysława Pożaryskiego 35,684227.0,53.1,12883.0,2,3.0,transactions
ulica Instalatorów 7A,904450.0,57.4,15765.0,3,7.0,transactions
ulica Żupnicza 26,602957.0,41.2,14649.0,2,1.0,transactions
ulica Włodarzewska 61D,2658900.0,124.3,21393.0,5,4.0,transactions
ulica Żupnicza 26,688776.0,54.1,12724.0,3,3.0,transactions
ulica Lazurowa 19,678080.0,55.5,12215.0,3,5.0,transactions
ulica Sokratesa 11A,1003441.0,49.8,20153.0,3,2.0,transactions
ulica Sokratesa 11A,773700.0,42.2,18347.0,2,2.0,transactions
ulica Marynin 33,911400.0,61.4,14853.0,3,3.0,transactions
ulica Ostrobramska 76,715111.0,49.1,14558.0,2,7.0,transactions
ulica Sokratesa 11A,683554.0,44.4,15399.0,2,3.0,transactions
ulica Włodarzewska 61E,2531728.0,122.5,20660.0,5,2.0,transactions
ulica Krochmalna 61,1382692.0,42.6,32480.0,1,8.0,transactions
ulica Instalatorów 7,1042633.0,77.1,13527.0,4,1.0,transactions
ulica Kompanii AK „Goplana” 9B,460647.0,38.1,12075.0,2,7.0,transactions
ulica Żupnicza 26,686793.0,58.1,11815.0,3,2.0,transactions
ulica Żupnicza 26,644127.0,46.6,13831.0,2,1.0,transactions
ulica Loteryjki 69E,410000.0,50.4,8143.0,3,3.0,transactions
ulica Józefa Sierakowskiego 3,1240533.0,56.4,21984.0,3,5.0,transactions
ulica Kolejowa 19B,1066257.0,51.5,20700.0,2,5.0,transactions
ulica Kolejowa 19B,1071961.0,51.3,20900.0,2,2.0,transactions
ulica Ostrobramska 76,695248.0,49.3,14111.0,2,7.0,transactions
ulica Ostrobramska 76,845276.0,48.3,17486.0,2,3.0,transactions
ulica Lazurowa 19,442445.0,31.4,14095.0,1,3.0,transactions
ulica Janowiecka 9A,923056.0,80.9,11411.0,4,3.0,transactions
ulica Jerzego Holzera 6,537623.0,35.6,15106.0,2,2.0,transactions
ulica Białej Koniczyny 5,712926.0,39.1,18229.0,2,3.0,transactions
ulica Mieczysława Pożaryskiego 35,853693.0,59.8,14273.0,3,4.0,transactions
ulica Żupnicza 26,554678.0,35.4,15660.0,2,4.0,transactions
ulica Żupnicza 26,499478.0,33.9,14751.0,2,3.0,transactions
ulica Mieczysława Pożaryskiego 35A,824861.0,80.7,10221.0,4,5.0,transactions
Aleje Jerozolimskie 190,833851.0,60.6,13769.0,3,3.0,transactions
ulica Mieczysława Pożaryskiego 35A,619682.0,56.3,10999.0,3,4.0,transactions
ulica Kompanii AK „Goplana” 9B,514354.0,41.1,12527.0,2,4.0,transactions
ulica Instalatorów 7A,532179.0,32.8,16205.0,2,3.0,transactions
ulica Mikołajska 51,1910540.0,97.1,19684.0,5,1.0,transactions
ulica Żupnicza 26,396674.0,25.2,15754.0,1,4.0,transactions
ulica Instalatorów 7,816425.0,57.4,14233.0,3,4.0,transactions
Aleje Jerozolimskie 190,765848.0,52.5,14582.0,3,2.0,transactions
Aleje Jerozolimskie 190,858759.0,60.5,14187.0,3,4.0,transactions
ulica Włodarzewska 61,1451800.0,70.5,20593.0,4,3.0,transactions
ulica Józefa Sierakowskiego 3,1375200.0,57.3,24000.0,3,7.0,transactions
ulica Instalatorów 7,799746.0,57.3,13947.0,3,2.0,transactions
ulica Żupnicza 26,866820.0,44.0,19718.0,3,2.0,transactions
ulica Przebiśniegów 9,2224537.0,129.8,17142.0,5,2.0,transactions
ulica Kąty Grodziskie 19,459700.0,44.0,10448.0,2,1.0,transactions
ulica Marymoncka 8,1715000.0,79.5,21578.0,4,2.0,transactions
ulica Żupnicza 26,727665.0,58.0,12550.0,3,3.0,transactions
ulica Włodarzewska 61,1315768.0,70.5,18658.0,4,2.0,transactions
ulica Janowiecka 9A,923056.0,80.9,11411.0,4,3.0,transactions
ulica Jerzego Holzera 6,537623.0,35.6,15106.0,2,2.0,transactions
ulica Białej Koniczyny 5,712926.0,39.1,18229.0,2,3.0,transactions
ulica Mieczysława Pożaryskiego 35,853693.0,59.8,14273.0,3,4.0,transactions
ulica Żupnicza 26,554678.0,35.4,15660.0,2,4.0,transactions
ulica Żupnicza 26,499478.0,33.9,14751.0,2,3.0,transactions
ulica Mieczysława Pożaryskiego 35A,824861.0,80.7,10221.0,4,5.0,transactions
Aleje Jerozolimskie 190,833851.0,60.6,13769.0,3,3.0,transactions
ulica Mieczysława Pożaryskiego 35A,619682.0,56.3,10999.0,3,4.0,transactions
ulica Kompanii AK „Goplana” 9B,514354.0,41.1,12527.0,2,4.0,transactions
ulica Instalatorów 7A,532179.0,32.8,16205.0,2,3.0,transactions
ulica Mikołajska 51,1910540.0,97.1,19684.0,5,1.0,transactions
ulica Żupnicza 26,396674.0,25.2,15754.0,1,4.0,transactions
ulica Instalatorów 7,816425.0,57.4,14233.0,3,4.0,transactions
Aleje Jerozolimskie 190,765848.0,52.5,14582.0,3,2.0,transactions
Aleje Jerozolimskie 190,858759.0,60.5,14187.0,3,4.0,transactions
ulica Włodarzewska 61,1451800.0,70.5,20593.0,4,3.0,transactions
ulica Józefa Sierakowskiego 3,1375200.0,57.3,24000.0,3,7.0,transactions
ulica Instalatorów 7,799746.0,57.3,13947.0,3,2.0,transactions
ulica Żupnicza 26,866820.0,44.0,19718.0,3,2.0,transactions
ulica Przebiśniegów 9,2224537.0,129.8,17142.0,5,2.0,transactions
ulica Kąty Grodziskie 19,459700.0,44.0,10448.0,2,1.0,transactions
ulica Marymoncka 8,1715000.0,79.5,21578.0,4,2.0,transactions
ulica Żupnicza 26,727665.0,58.0,12550.0,3,3.0,transactions
ulica Włodarzewska 61,1315768.0,70.5,18658.0,4,2.0,transactions
ulica Janowiecka 9A,923056.0,80.9,11411.0,4,3.0,transactions
ulica Jerzego Holzera 6,537623.0,35.6,15106.0,2,2.0,transactions
ulica Białej Koniczyny 5,712926.0,39.1,18229.0,2,3.0,transactions
ulica Mieczysława Pożaryskiego 35,853693.0,59.8,14273.0,3,4.0,transactions
ulica Żupnicza 26,554678.0,35.4,15660.0,2,4.0,transactions
ulica Żupnicza 26,499478.0,33.9,14751.0,2,3.0,transactions
ulica Mieczysława Pożaryskiego 35A,824861.0,80.7,10221.0,4,5.0,transactions
Aleje Jerozolimskie 190,833851.0,60.6,13769.0,3,3.0,transactions
ulica Mieczysława Pożaryskiego 35A,619682.0,56.3,10999.0,3,4.0,transactions
ulica Kompanii AK „Goplana” 9B,514354.0,41.1,12527.0,2,4.0,transactions
ulica Instalatorów 7A,532179.0,32.8,16205.0,2,3.0,transactions
ulica Mikołajska 51,1910540.0,97.1,19684.0,5,1.0,transactions
ulica Żupnicza 26,396674.0,25.2,15754.0,1,4.0,transactions
ulica Instalatorów 7,816425.0,57.4,14233.0,3,4.0,transactions
Aleje Jerozolimskie 190,765848.0,52.5,14582.0,3,2.0,transactions
Aleje Jerozolimskie 190,858759.0,60.5,14187.0,3,4.0,transactions
ulica Włodarzewska 61,1451800.0,70.5,20593.0,4,3.0,transactions
ulica Józefa Sierakowskiego 3,1375200.0,57.3,24000.0,3,7.0,transactions
ulica Instalatorów 7,799746.0,57.3,13947.0,3,2.0,transactions
ulica Żupnicza 26,866820.0,44.0,19718.0,3,2.0,transactions
ulica Przebiśniegów 9,2224537.0,129.8,17142.0,5,2.0,transactions
ulica Kąty Grodziskie 19,459700.0,44.0,10448.0,2,1.0,transactions
ulica Marymoncka 8,1715000.0,79.5,21578.0,4,2.0,transactions
ulica Żupnicza 26,727665.0,58.0,12550.0,3,3.0,transactions
ulica Włodarzewska 61,1315768.0,70.5,18658.0,4,2.0,transactions
ulica Włodarzewska 61A,1029627.0,44.8,22998.0,3,3.0,transactions
ulica Kompanii AK „Goplana” 9,646735.0,42.7,15142.0,3,2.0,transactions
ulica Włodarzewska 61D,1893917.0,99.7,18989.0,4,2.0,transactions
Aleje Jerozolimskie 190,779605.0,51.7,15076.0,3,6.0,transactions
Aleje Jerozolimskie 190,589469.0,36.3,16221.0,2,5.0,transactions
ulica Instalatorów 7A,534522.0,42.5,12571.0,2,1.0,transactions
ulica Włodarzewska 61A,1292824.0,68.2,18967.0,4,2.0,transactions
Aleje Jerozolimskie 190,560536.0,36.3,15438.0,2,4.0,transactions
ulica Instalatorów 7A,698831.0,43.1,16222.0,3,7.0,transactions
ulica Włodarzewska 61C,2515042.0,123.2,20411.0,6,1.0,transactions
ulica Mieczysława Pożaryskiego 35A,320179.0,27.8,11517.0,1,5.0,transactions
ulica Włodarzewska 61,1025308.0,45.3,22644.0,3,4.0,transactions
Aleje Jerozolimskie 190,1134683.0,78.1,14525.0,4,6.0,transactions
Aleje Jerozolimskie 190,539095.0,36.3,14847.0,2,5.0,transactions
ulica Mieczysława Pożaryskiego 35,491790.0,29.6,16609.0,1,2.0,transactions
ulica Mieczysława Pożaryskiego 35A,864237.0,82.7,10448.0,5,4.0,transactions
ulica Włodarzewska 61A,2123344.0,71.7,29627.0,1,4.0,transactions
ulica Żupnicza 26,635350.0,43.3,14690.0,2,6.0,transactions
Aleje Jerozolimskie 190,564156.0,35.6,15865.0,2,2.0,transactions
ulica Mieczysława Pożaryskiego 35,621120.0,43.4,14305.0,2,3.0,transactions
Aleje Jerozolimskie 190,594332.0,35.9,16546.0,2,5.0,transactions
Aleje Jerozolimskie 190,772154.0,51.8,14912.0,3,5.0,transactions
ulica Żupnicza 26,738157.0,58.2,12681.0,3,4.0,transactions
ulica Bysławska 3KG,2595055.0,160.9,16123.0,5,1.0,transactions
ulica Siennicka 33,1307275.0,90.0,14533.0,4,2.0,transactions
ulica Włodarzewska 61A,1029627.0,44.8,22998.0,3,3.0,transactions
ulica Kompanii AK „Goplana” 9,646735.0,42.7,15142.0,3,2.0,transactions
ulica Włodarzewska 61D,1893917.0,99.7,18989.0,4,2.0,transactions
Aleje Jerozolimskie 190,779605.0,51.7,15076.0,3,6.0,transactions
Aleje Jerozolimskie 190,589469.0,36.3,16221.0,2,5.0,transactions
ulica Instalatorów 7A,534522.0,42.5,12571.0,2,1.0,transactions
ulica Włodarzewska 61A,1292824.0,68.2,18967.0,4,2.0,transactions
Aleje Jerozolimskie 190,560536.0,36.3,15438.0,2,4.0,transactions
ulica Instalatorów 7A,698831.0,43.1,16222.0,3,7.0,transactions
ulica Włodarzewska 61C,2515042.0,123.2,20411.0,6,1.0,transactions
ulica Mieczysława Pożaryskiego 35A,320179.0,27.8,11517.0,1,5.0,transactions
ulica Włodarzewska 61,1025308.0,45.3,22644.0,3,4.0,transactions
Aleje Jerozolimskie 190,1134683.0,78.1,14525.0,4,6.0,transactions
Aleje Jerozolimskie 190,539095.0,36.3,14847.0,2,5.0,transactions
ulica Mieczysława Pożaryskiego 35,491790.0,29.6,16609.0,1,2.0,transactions
ulica Mieczysława Pożaryskiego 35A,864237.0,82.7,10448.0,5,4.0,transactions
ulica Włodarzewska 61A,2123344.0,71.7,29627.0,1,4.0,transactions
ulica Żupnicza 26,635350.0,43.3,14690.0,2,6.0,transactions
Aleje Jerozolimskie 190,564156.0,35.6,15865.0,2,2.0,transactions
ulica Mieczysława Pożaryskiego 35,621120.0,43.4,14305.0,2,3.0,transactions
Aleje Jerozolimskie 190,594332.0,35.9,16546.0,2,5.0,transactions
Aleje Jerozolimskie 190,772154.0,51.8,14912.0,3,5.0,transactions
ulica Żupnicza 26,738157.0,58.2,12681.0,3,4.0,transactions
ulica Bysławska 3KG,2595055.0,160.9,16123.0,5,1.0,transactions
ulica Siennicka 33,1307275.0,90.0,14533.0,4,2.0,transactions
ulica Włodarzewska 61A,1029627.0,44.8,22998.0,3,3.0,transactions
ulica Kompanii AK „Goplana” 9,646735.0,42.7,15142.0,3,2.0,transactions
ulica Włodarzewska 61D,1893917.0,99.7,18989.0,4,2.0,transactions
Aleje Jerozolimskie 190,779605.0,51.7,15076.0,3,6.0,transactions
Aleje Jerozolimskie 190,589469.0,36.3,16221.0,2,5.0,transactions
ulica Instalatorów 7A,534522.0,42.5,12571.0,2,1.0,transactions
ulica Włodarzewska 61A,1292824.0,68.2,18967.0,4,2.0,transactions
Aleje Jerozolimskie 190,560536.0,36.3,15438.0,2,4.0,transactions
ulica Instalatorów 7A,698831.0,43.1,16222.0,3,7.0,transactions
ulica Włodarzewska 61C,2515042.0,123.2,20411.0,6,1.0,transactions
ulica Mieczysława Pożaryskiego 35A,320179.0,27.8,11517.0,1,5.0,transactions
ulica Włodarzewska 61,1025308.0,45.3,22644.0,3,4.0,transactions
Aleje Jerozolimskie 190,1134683.0,78.1,14525.0,4,6.0,transactions
Aleje Jerozolimskie 190,539095.0,36.3,14847.0,2,5.0,transactions
ulica Mieczysława Pożaryskiego 35,491790.0,29.6,16609.0,1,2.0,transactions
ulica Mieczysława Pożaryskiego 35A,864237.0,82.7,10448.0,5,4.0,transactions
ulica Włodarzewska 61A,2123344.0,71.7,29627.0,1,4.0,transactions
ulica Żupnicza 26,635350.0,43.3,14690.0,2,6.0,transactions
Aleje Jerozolimskie 190,564156.0,35.6,15865.0,2,2.0,transactions
ulica Mieczysława Pożaryskiego 35,621120.0,43.4,14305.0,2,3.0,transactions
Aleje Jerozolimskie 190,594332.0,35.9,16546.0,2,5.0,transactions
Aleje Jerozolimskie 190,772154.0,51.8,14912.0,3,5.0,transactions
ulica Żupnicza 26,738157.0,58.2,12681.0,3,4.0,transactions
ulica Bysławska 3KG,2595055.0,160.9,16123.0,5,1.0,transactions
ulica Siennicka 33,1307275.0,90.0,14533.0,4,2.0,transactions
ulica Rokokowa 138A,1251894.0,132.8,9430.0,4,1.0,transactions
ulica Mieczysława Pożaryskiego 35,768745.0,59.6,12903.0,3,4.0,transactions
Aleja „Solidarności” 153,757643.0,31.1,24377.0,1,6.0,transactions
ulica Żupnicza 26,833280.0,63.0,13218.0,1,4.0,transactions
ulica Instalatorów 7,823752.0,58.8,14000.0,3,2.0,transactions
ulica Bysławska 3KF,2434152.0,160.8,15138.0,5,1.0,transactions
ulica Żupnicza 26,372520.0,26.3,14170.0,1,2.0,transactions
ulica Włodarzewska 61D,1424528.0,71.4,19940.0,3,2.0,transactions
ulica Jerzego Holzera 6,954101.0,62.8,15193.0,3,3.0,transactions
ulica Chęcińska 21D,1087700.0,81.6,13330.0,4,1.0,transactions
ulica Kolejowa 19A,1092975.0,56.0,19500.0,3,3.0,transactions
ulica Mieczysława Pożaryskiego 35,504355.0,31.4,16078.0,1,2.0,transactions
ulica Lazurowa 19,581753.0,40.9,14241.0,2,6.0,transactions
ulica Lazurowa 19,557630.0,40.9,13651.0,2,7.0,transactions
ulica Mieczysława Pożaryskiego 35A,692455.0,65.3,10609.0,3,4.0,transactions
ulica Jana Nowaka-Jeziorańskiego 13,527373.0,53.3,9900.0,3,2.0,transactions
Aleja „Solidarności” 153,2019593.0,71.8,28132.0,1,7.0,transactions
ulica Aluzyjna 21,717000.0,56.0,12792.0,3,2.0,transactions
ulica Lazurowa 19,1020250.0,88.4,11536.0,4,6.0,transactions
Aleja „Solidarności” 153,755127.0,31.3,24125.0,1,6.0,transactions
ulica Krochmalna 61,1437876.0,39.2,36681.0,1,14.0,transactions
ulica Jagiellońska 55G,548796.0,32.8,16747.0,2,7.0,transactions
ulica Krochmalna 61,1389307.0,39.0,35660.0,1,12.0,transactions
ulica Mieczysława Pożaryskiego 35,716683.0,51.9,13814.0,2,4.0,transactions
ulica Żupnicza 26,749539.0,58.0,12916.0,3,5.0,transactions
ulica Rokokowa 138A,1251894.0,132.8,9430.0,4,1.0,transactions
ulica Mieczysława Pożaryskiego 35,768745.0,59.6,12903.0,3,4.0,transactions
Aleja „Solidarności” 153,757643.0,31.1,24377.0,1,6.0,transactions
ulica Żupnicza 26,833280.0,63.0,13218.0,1,4.0,transactions
ulica Instalatorów 7,823752.0,58.8,14000.0,3,2.0,transactions
ulica Bysławska 3KF,2434152.0,160.8,15138.0,5,1.0,transactions
ulica Żupnicza 26,372520.0,26.3,14170.0,1,2.0,transactions
ulica Włodarzewska 61D,1424528.0,71.4,19940.0,3,2.0,transactions
ulica Jerzego Holzera 6,954101.0,62.8,15193.0,3,3.0,transactions
ulica Chęcińska 21D,1087700.0,81.6,13330.0,4,1.0,transactions
ulica Kolejowa 19A,1092975.0,56.0,19500.0,3,3.0,transactions
ulica Mieczysława Pożaryskiego 35,504355.0,31.4,16078.0,1,2.0,transactions
ulica Lazurowa 19,581753.0,40.9,14241.0,2,6.0,transactions
ulica Lazurowa 19,557630.0,40.9,13651.0,2,7.0,transactions
ulica Mieczysława Pożaryskiego 35A,692455.0,65.3,10609.0,3,4.0,transactions
ulica Jana Nowaka-Jeziorańskiego 13,527373.0,53.3,9900.0,3,2.0,transactions
Aleja „Solidarności” 153,2019593.0,71.8,28132.0,1,7.0,transactions
ulica Aluzyjna 21,717000.0,56.0,12792.0,3,2.0,transactions
ulica Lazurowa 19,1020250.0,88.4,11536.0,4,6.0,transactions
Aleja „Solidarności” 153,755127.0,31.3,24125.0,1,6.0,transactions
ulica Krochmalna 61,1437876.0,39.2,36681.0,1,14.0,transactions
ulica Jagiellońska 55G,548796.0,32.8,16747.0,2,7.0,transactions
ulica Krochmalna 61,1389307.0,39.0,35660.0,1,12.0,transactions
ulica Mieczysława Pożaryskiego 35,716683.0,51.9,13814.0,2,4.0,transactions
ulica Żupnicza 26,749539.0,58.0,12916.0,3,5.0,transactions
ulica Rokokowa 138A,1251894.0,132.8,9430.0,4,1.0,transactions
ulica Mieczysława Pożaryskiego 35,768745.0,59.6,12903.0,3,4.0,transactions
Aleja „Solidarności” 153,757643.0,31.1,24377.0,1,6.0,transactions
ulica Żupnicza 26,833280.0,63.0,13218.0,1,4.0,transactions
ulica Instalatorów 7,823752.0,58.8,14000.0,3,2.0,transactions
ulica Bysławska 3KF,2434152.0,160.8,15138.0,5,1.0,transactions
ulica Żupnicza 26,372520.0,26.3,14170.0,1,2.0,transactions
ulica Włodarzewska 61D,1424528.0,71.4,19940.0,3,2.0,transactions
ulica Jerzego Holzera 6,954101.0,62.8,15193.0,3,3.0,transactions
ulica Chęcińska 21D,1087700.0,81.6,13330.0,4,1.0,transactions
ulica Kolejowa 19A,1092975.0,56.0,19500.0,3,3.0,transactions
ulica Mieczysława Pożaryskiego 35,504355.0,31.4,16078.0,1,2.0,transactions
ulica Lazurowa 19,581753.0,40.9,14241.0,2,6.0,transactions
ulica Lazurowa 19,557630.0,40.9,13651.0,2,7.0,transactions
ulica Mieczysława Pożaryskiego 35A,692455.0,65.3,10609.0,3,4.0,transactions
ulica Jana Nowaka-Jeziorańskiego 13,527373.0,53.3,9900.0,3,2.0,transactions
Aleja „Solidarności” 153,2019593.0,71.8,28132.0,1,7.0,transactions
ulica Aluzyjna 21,717000.0,56.0,12792.0,3,2.0,transactions
ulica Lazurowa 19,1020250.0,88.4,11536.0,4,6.0,transactions
Aleja „Solidarności” 153,755127.0,31.3,24125.0,1,6.0,transactions
ulica Krochmalna 61,1437876.0,39.2,36681.0,1,14.0,transactions
ulica Jagiellońska 55G,548796.0,32.8,16747.0,2,7.0,transactions
ulica Krochmalna 61,1389307.0,39.0,35660.0,1,12.0,transactions
ulica Mieczysława Pożaryskiego 35,716683.0,51.9,13814.0,2,4.0,transactions
ulica Żupnicza 26,749539.0,58.0,12916.0,3,5.0,transactions
ulica Szeroka 142G,1442000.0,126.3,11420.0,0,1.0,transactions
ulica Pielgrzymów 33,300000.0,30.4,9852.0,3,2.0,transactions
ulica Kolejowa 19A,1120738.0,57.8,19400.0,3,5.0,transactions
ulica Mieczysława Pożaryskiego 35A,583442.0,46.8,12456.0,2,3.0,transactions
ulica Górczewska 255,591500.0,43.9,13462.0,2,1.0,transactions
ulica Lazurowa 19,686161.0,53.6,12811.0,3,6.0,transactions
ulica Lazurowa 19,597664.0,41.8,14288.0,2,5.0,transactions
ulica Mieczysława Pożaryskiego 35,729129.0,50.6,14415.0,2,3.0,transactions
ulica Mieczysława Pożaryskiego 35,665944.0,44.0,15135.0,2,5.0,transactions
ulica Żupnicza 26,1251833.0,92.3,13567.0,3,4.0,transactions
ulica Włodarzewska 61A,1900000.0,101.5,18723.0,5,1.0,transactions
Aleja „Solidarności” 153,755244.0,31.4,24075.0,1,6.0,transactions
Aleja „Solidarności” 153,925925.0,33.5,27648.0,1,6.0,transactions
ulica Żupnicza 26,355028.0,25.0,14201.0,1,2.0,transactions
ulica Włodarzewska 61B,2083662.0,101.5,20523.0,5,5.0,transactions
ulica Krochmalna 61,1416115.0,39.2,36144.0,1,13.0,transactions
ulica Lazurowa 19,601150.0,41.8,14371.0,2,7.0,transactions
ulica Lazurowa 19,590201.0,40.9,14448.0,2,6.0,transactions
ulica Kolejowa 19B,1090152.0,55.6,19600.0,3,3.0,transactions
ulica Instalatorów 7A,504264.0,33.9,14871.0,2,5.0,transactions
ulica Styrska 11,624352.0,41.7,14980.0,2,1.0,transactions
ulica Kolejowa 19B,1129548.0,57.6,19600.0,3,5.0,transactions
ulica Kompanii AK „Goplana” 9B,456561.0,38.1,11971.0,2,4.0,transactions
ulica Lazurowa 19,504515.0,34.3,14730.0,2,3.0,transactions
ulica Żupnicza 26,525050.0,34.5,15197.0,2,6.0,transactions
ulica Szeroka 142G,1442000.0,126.3,11420.0,0,1.0,transactions
ulica Pielgrzymów 33,300000.0,30.4,9852.0,3,2.0,transactions
ulica Kolejowa 19A,1120738.0,57.8,19400.0,3,5.0,transactions
ulica Mieczysława Pożaryskiego 35A,583442.0,46.8,12456.0,2,3.0,transactions
ulica Górczewska 255,591500.0,43.9,13462.0,2,1.0,transactions
ulica Lazurowa 19,686161.0,53.6,12811.0,3,6.0,transactions
ulica Lazurowa 19,597664.0,41.8,14288.0,2,5.0,transactions
ulica Mieczysława Pożaryskiego 35,729129.0,50.6,14415.0,2,3.0,transactions
ulica Mieczysława Pożaryskiego 35,665944.0,44.0,15135.0,2,5.0,transactions
ulica Żupnicza 26,1251833.0,92.3,13567.0,3,4.0,transactions
ulica Włodarzewska 61A,1900000.0,101.5,18723.0,5,1.0,transactions
Aleja „Solidarności” 153,755244.0,31.4,24075.0,1,6.0,transactions
Aleja „Solidarności” 153,925925.0,33.5,27648.0,1,6.0,transactions
ulica Żupnicza 26,355028.0,25.0,14201.0,1,2.0,transactions
ulica Włodarzewska 61B,2083662.0,101.5,20523.0,5,5.0,transactions
ulica Krochmalna 61,1416115.0,39.2,36144.0,1,13.0,transactions
ulica Lazurowa 19,601150.0,41.8,14371.0,2,7.0,transactions
ulica Lazurowa 19,590201.0,40.9,14448.0,2,6.0,transactions
ulica Kolejowa 19B,1090152.0,55.6,19600.0,3,3.0,transactions
ulica Instalatorów 7A,504264.0,33.9,14871.0,2,5.0,transactions
ulica Styrska 11,624352.0,41.7,14980.0,2,1.0,transactions
ulica Kolejowa 19B,1129548.0,57.6,19600.0,3,5.0,transactions
ulica Kompanii AK „Goplana” 9B,456561.0,38.1,11971.0,2,4.0,transactions
ulica Lazurowa 19,504515.0,34.3,14730.0,2,3.0,transactions
ulica Żupnicza 26,525050.0,34.5,15197.0,2,6.0,transactions
ulica Szeroka 142G,1442000.0,126.3,11420.0,0,1.0,transactions
ulica Pielgrzymów 33,300000.0,30.4,9852.0,3,2.0,transactions
ulica Kolejowa 19A,1120738.0,57.8,19400.0,3,5.0,transactions
ulica Mieczysława Pożaryskiego 35A,583442.0,46.8,12456.0,2,3.0,transactions
ulica Górczewska 255,591500.0,43.9,13462.0,2,1.0,transactions
ulica Lazurowa 19,686161.0,53.6,12811.0,3,6.0,transactions
ulica Lazurowa 19,597664.0,41.8,14288.0,2,5.0,transactions
ulica Mieczysława Pożaryskiego 35,729129.0,50.6,14415.0,2,3.0,transactions
ulica Mieczysława Pożaryskiego 35,665944.0,44.0,15135.0,2,5.0,transactions
ulica Żupnicza 26,1251833.0,92.3,13567.0,3,4.0,transactions
